DATE DE CLASSEMENT;TYPOLOGIE ÉTABLISSEMENT;CLASSEMENT;CATÉGORIE;MENTION (villages de vacances);NOM COMMERCIAL;ADRESSE;CODE POSTAL;COMMUNE;SITE INTERNET;TYPE DE SÉJOUR;CAPACITÉ D'ACCUEIL (PERSONNES);NOMBRE DE CHAMBRES;NOMBRE D'EMPLACEMENTS;NOMBRE D'UNITES D'HABITATION (résidences de tourisme);NOMBRE DE LOGEMENTS (villages de vacances);classement prorogé
19/06/2023;HÔTEL DE TOURISME;3 étoiles;-;-;1924 HÔTEL;2 Rue Gabriel Péri;38000;GRENOBLE;https://www.1924hotel.com/;-;62;37;-;-;-;non
20/10/2021;HÔTEL DE TOURISME;4 étoiles;-;-;25HOURS HÔTEL TERMINUS NORD;12 boulevard de Denain;75010;PARIS 10E ARRONDISSEMENT;https://www.25hours-hotels.com/fr;-;489;237;-;-;-;non
20/03/2023;HÔTEL DE TOURISME;5 étoiles;-;-;5 TERRES HÔTEL & SPA MGALLERY BY SOFITEL;11 Place de l'Hôtel de ville;67140;BARR;https://5terres-hotel.fr/fr/;-;54;27;-;-;-;non
18/02/2025;HÔTEL DE TOURISME;4 étoiles;-;-;6 VH HOTEL;6 Avenue Victor Hugo;75116;PARIS 16E ARRONDISSEMENT;https://www.le6vhhotel.com/;-;70;35;-;-;-;non
24/10/2022;HÔTEL DE TOURISME;4 étoiles;-;-;7HÔTEL&SPA;550 Boulevard Sébastien Brandt;67400;ILLKIRCH-GRAFFENSTADEN;https://7hotel.fr/;-;288;137;-;-;-;non
23/12/2024;HÔTEL DE TOURISME;3 étoiles;-;-;9 HÔTEL BASTILLE LYON;23 rue de lyon;75012;PARIS;https://www.9-hotel-bastille-lyon.fr;-;88;48;-;-;-;non
22/09/2021;HÔTEL DE TOURISME;3 étoiles;-;-;9HÔTEL OPÉRA;14 rue Papillon;75009;PARIS 9E ARRONDISSEMENT;https://www.9-hotel-opera-paris.fr/;-;91;48;-;-;-;non
21/02/2022;HÔTEL DE TOURISME;4 étoiles;-;-;9HÔTEL RÉPUBLIQUE;7/9 Rue Pierre Chausson;75010;PARIS 10E ARRONDISSEMENT;https://www.9-hotel-republique-paris.fr/;-;92;48;-;-;-;non
18/11/2022;HÔTEL DE TOURISME;2 étoiles;-;-;A L'OUSTAL;1 avenue des thermes;32150;CAZAUBON;www.hoteloustalbarbotan.fr;-;11;6;-;-;-;non
22/07/2024;HÔTEL DE TOURISME;3 étoiles;-;-;A RENA D'ORU;ESIGNA;20118;COGGIA;https://www.arenadoru.com/;-;76;36;-;-;-;non
09/11/2022;HÔTEL DE TOURISME;4 étoiles;-;-;ABBAYE DE SAINTE CROIX;route du Val de Cuech;13300;SALON-DE-PROVENCE;https://garrigae.fr/etablissements/abbaye-de-sainte-croix/;-;61;25;-;-;-;non
02/05/2023;HÔTEL DE TOURISME;2 étoiles;-;-;ABBYS HÔTEL;Lieu-dit Vialard;24200;CARSAC-AILLAC;http://abbys-hotel.com/;-;72;32;-;-;-;non
27/03/2023;HÔTEL DE TOURISME;2 étoiles;-;-;ABELHA HÔTEL;60 avenue jean jaurès;19100;BRIVE-LA-GAILLARDE;http://www.abelha.fr;-;51;23;-;-;-;non
31/03/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ABOR HOTEL;112 chemin de lubet;40280;SAINT-PIERRE-DU-MONT;www.aborhotel.com;-;187;68;-;-;-;non
29/06/2023;HÔTEL DE TOURISME;4 étoiles;-;-;AC HOTEL BY MARRIOTT STRASBOURG;4-6 boulevard de Dresde;67000;STRASBOURG;https://ac-strasbourg.naoshotel.com/;-;342;170;-;-;-;non
23/01/2023;HÔTEL DE TOURISME;4 étoiles;-;-;AC HÔTEL BY MARRIOTT SAINT-JULIEN-EN-GENEVOIS;9000 route d'Annecy, Zone de Cervonnex;74160;SAINT-JULIEN-EN-GENEVOIS;https://www.marriott.fr/hotels/travel/gvasj-ac-hotel-saint-julien-en-genevois/;-;186;93;-;-;-;non
08/02/2022;HÔTEL DE TOURISME;4 étoiles;-;-;AC HÔTEL PARIS LE BOURGET AIRPORT;2 rue de la Haye;93440;DUGNY;https://www.marriott.fr/hotels/travel/paral-ac-hotel-paris-le-bourget-airport/;-;248;122;-;-;-;non
23/12/2024;HÔTEL DE TOURISME;4 étoiles;-;-;AC HÔTEL PARIS PORTE MAILLOT;6 rue Gustave Charpentier;75017;PARIS;https://www.marriott.fr/hotels/travel/parar-ac-hotel-paris-porte-maillot/;-;328;164;-;-;-;non
12/09/2024;HÔTEL DE TOURISME;1 étoile;-;-;ACACIA HOTEL;30 bis avenue parmentier;75011;PARIS;http://www.acacia-hotel-paris.com;-;58;24;-;-;-;non
24/04/2024;HÔTEL DE TOURISME;4 étoiles;-;-;ACADÉMIE HÔTEL;6 rue Lainerie;69005;LYON 5E ARRONDISSEMENT;www.academie-hotel.com;-;40;12;-;-;-;non
28/03/2022;HÔTEL DE TOURISME;2 étoiles;-;-;ACCOSTAGE HÔTEL;6 avenue Coligny;17000;LA ROCHELLE;https://www.accostage-hotel.fr/;-;32;15;-;-;-;non
12/12/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HOTEL;ZA DU MAZAUD - Rue Pierre Fau;19100;BRIVE-LA-GAILLARDE;ace-hotel-brive.com;-;178;64;-;-;-;non
03/12/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HOTEL CHATEAUROUX;Avenue Gustave Eiffel;36130;DÉOLS;https://www.ace-hotel.com/fr/hotels/chateauroux/;-;160;60;-;-;-;non
24/10/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HOTEL METZ;90 BIS BOULEVARD SOLIDARITE;57000;METZ;https://www.ace-hotel-metz.com/fr/;-;171;62;-;-;-;non
20/10/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HOTEL PARIS SUD VILLABE;1 ROUTE DE VILLOISON;91100;VILLABÉ;https://www.ace-hotel.com/fr/hotels/villabe/;-;211;76;-;-;-;non
24/03/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL ANGERS;Rue de Paon;49124;SAINT-BARTHÉLEMY-D'ANJOU;https://www.ace-hotel-angers.com/fr/;-;165;60;-;-;-;non
30/10/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL ANNECY;8 BOULEVARD DU SEMNOZ;74600;SEYNOD;www.ace-hotel-annecy.com;-;163;73;-;-;-;non
31/10/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL ANNEMASSE GENÈVE;RUE DES BICHES;74100;VILLE-LA-GRAND;https://www.ace-hotel.com/fr/ace-hotel-annemasse-geneve;-;181;64;-;-;-;non
09/01/2024;HÔTEL DE TOURISME;2 étoiles;-;-;ACE HÔTEL ATHÉE SUR CHER;AUTOROUTE A85;37270;ATHÉE-SUR-CHER;https://www.ace-hotel-athee-sur-cher.com/fr/?utm_source=google&utm_medium=organic&utm_campaig;-;76;29;-;-;-;non
20/02/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL BEAURAINS;11 avenue des coquelicots;62217;BEAURAINS;https://www.ace-hotel-arras.com;-;162;60;-;-;-;non
24/07/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL BORDEAUX CESTAS;A 63  aire de Bordeaux Cestas;33610;CESTAS;https://www.ace-hotel.com/fr/ace-hotel-bordeaux-cestas;-;197;70;-;-;-;non
14/03/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL BOURGES;ZAC de l'échangeur;18000;BOURGES;https://www.ace-hotel-bourges.com/;-;173;65;-;-;-;non
24/01/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL CAEN MÉMORIAL;7 rue René Cassin;14280;SAINT-CONTEST;https://www.ace-hotel-caen.com/fr/;-;165;61;-;-;-;non
01/12/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL CARBON BLANC;5 avenue de la Gardette;33560;CARBON-BLANC;https://www.ace-hotel-bordeaux-carbon-blanc.com/fr/;-;171;63;-;-;-;non
02/02/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL CHARTRES;Rue de la Maladrerie;28630;LE COUDRAY;https://www.ace-hotel-chartres.com/fr/;-;177;64;-;-;-;non
14/05/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL CLERMONT LA PARDIEU;Rue de l'Eminée;63100;CLERMONT-FERRAND;www.ace-hotel-clermont-pardieu.com;-;142;55;-;-;-;non
24/10/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL CREUTZWALD SAINT-AVOLD;80 A rue de Longeville;57150;CREUTZWALD;http://www.ace-hotel-creutzwald-saintavold.fr/;-;137;61;-;-;-;non
24/04/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL ISSOIRE;RUE DU DOCTEUR BIENFAIT;63500;ISSOIRE;https://www.ace-hotel-issoire.com/fr/?;-;136;54;-;-;-;non
31/05/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL LE MANS NORD;2 rue Louis Chappée;72650;SAINT-SATURNIN;https://www.ace-hotel-lemans.com//;-;182;63;-;-;-;non
01/02/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL LYON VÉNISSIEUX PARC DES EXPOSITIONS;385 route de Vienne;69200;VÉNISSIEUX;https://www.ace-hotel.com/fr/hotels/lyon-venissieux/;-;201;96;-;-;-;non
24/04/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL MONTLUCON;RUE ANDRE CITROEN ZONE DE LA LOUE;03410;SAINT-VICTOR;https://www.ace-hotel-montlucon.com;-;149;54;-;-;-;non
20/02/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL NOYELLES GODAULT LILLE;rue de Beaumont;62950;NOYELLES-GODAULT;https://www.ace-hotel-noyelles.com;-;142;55;-;-;-;non
29/11/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL PARIS MARNE LA VALLÉE;3 Boulevard des Artisans;77700;BAILLY-ROMAINVILLIERS;https://www.ace-hotel-bailly-romainvilliers.com/fr/;-;222;76;-;-;-;non
02/05/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL PARIS ROISSY;6 rue Galilée;77290;MITRY-MORY;https://www.ace-hotel-mitry.com/fr/;-;214;80;-;-;-;non
23/06/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL POITIERS;rue de la maison Coupée;86000;POITIERS;https://www.ace-hotel.com/fr/ace-hotel-poitiers;-;181;60;-;-;-;non
28/01/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL RIOM;Rue Louis Amstrong;63200;RIOM;https://www.ace-hotel-riom.com/fr/;-;151;56;-;-;-;non
12/07/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL ROANNE;1 rue Edouard Branly;42300;MABLY;https://www.ace-hotel-roanne.com/fr/;-;176;64;-;-;-;non
17/03/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL ROUEN PARC DES EXPOS;75 avenue de la Mare Sansoure;76650;PETIT-COURONNE;https://www.ace-hotel-rouen.com;-;191;70;-;-;-;non
24/06/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL SALON DE PROVENCE;161 CHEMIN DES ENTRAGES;13300;SALON-DE-PROVENCE;https://www.ace-hotel-salon-de-provence.com/fr/;-;142;55;-;-;-;non
15/12/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL THIONVILLE PORTE DU LUXEMBOURG;98 route de Buchel;57100;THIONVILLE;https://www.ace-hotel-thionville.com;-;163;61;-;-;-;non
17/01/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL TOULOUSE BLAGNAC;35 bis route de Toulouse;31700;CORNEBARRIEU;https://www.ace-hotel-toulouse.com;-;173;65;-;-;-;non
02/05/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL TROYES;89 route d’Auxerre;10120;SAINT-ANDRÉ-LES-VERGERS;https://www.ace-hotel-troyes.com/fr/;-;150;57;-;-;-;non
05/12/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL VALENCE;47 avenue des Auréats;26000;VALENCE;https://www.ace-hotel-valence.com/fr/;-;167;58;-;-;-;non
22/10/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ACE HÔTEL VENDÉE SAINTE HERMINE;Parc Vendée Atlantique;85210;SAINTE-HERMINE;https://www.ace-hotel-vendee.com/;-;113;49;-;-;-;non
08/06/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ACROPOLE HÔTEL;10 rue de la Grande Malouve;27300;BERNAY;https://www.hotel-acropole.com/;-;114;50;-;-;-;non
26/04/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ADMIRAL'S HÔTEL;Boulevard du Souvenir Français;85100;LES SABLES-D'OLONNE;https://www.admiralhotel.fr/;-;84;33;-;-;-;non
10/04/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ADONIS ARC HÔTEL AIX;40 Avenue Henri Malacrida;13100;AIX-EN-PROVENCE;www.adonis-archotel-aix.com;-;80;40;-;-;-;non
28/11/2024;CAMPING;1 étoile;TOURISME;-;AGIS - CAMPING DES VARENNES;Chemin de la jubeaudière;49610;MÛRS-ERIGNÉ;http://www.camping-varennes.com;-;270;-;90;-;-;non
10/08/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE AU GAT;2714 route de Laguens;40550;LÉON;-;-;100;-;30;-;-;non
06/07/2023;CAMPING;Aire naturelle;-;-;AIRE NATURELLE CAMPING LA LOIRE FLEURIE;60 chemin de la Jalonnière;85300;LE PERRIER;https://www.camping-laloirefleurie.com/;-;75;-;25;-;-;non
21/09/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE CAMPING À LA FERME OSPITALIA;maison ospitalia;64640;HÉLETTE;https://www.alaferme64.com/nouvelle-aquitaine/pyrenees-atlantiques/helette/ferme/camping-ospitalia/55473?lieu=&lieu_id=&lieu_distance=25&chambre_d_hotes=&gite_rural=&gite_etape=&camping=1&camping_car=&vacances_enfant=&callback_url=https%3A%2F%2Fwww.alafer;-;66;-;22;-;-;non
21/07/2023;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING  À LA FERME  L'ILOT;route de l'ilot;17570;SAINT-AUGUSTIN;https://airenaturellelilot.fr/;-;100;-;25;-;-;non
08/08/2023;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING BELLEVUE;24 chemin de la Plaine;65400;AYZAC-OST;-;-;75;-;30;-;-;non
21/09/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING CAZENAVE DOUX;19 rue Houndaa;64260;CASTET;https://www.lespyrenees.net/campings/HPAAQU0640165L3P/detail/castet/aire-naturelle-de-camping-cazenave-doux;-;60;-;15;-;-;non
14/10/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING DIRIART;Départementale 22;64780;SUHESCUN;http://campingalafermepaysbasque.com/;-;100;-;25;-;-;non
27/10/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING FERME LANDRAN;Route de Lambarre;64130;ORDIARP;https://ferme-landran-location.com/;-;100;-;25;-;-;non
02/06/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING LA DEVÈZE;Mas la Devèze;34190;MONTOULIEU;https://deveze.com/;-;100;-;25;-;-;non
25/05/2021;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING LA JONQUILLE;6 rue des Jonquilles;70210;HURECOURT;http://www.camping-la-jonquille.eu/FR/;-;80;-;20;-;-;non
22/06/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING LA TEOULEYRE;468 chemin de Jean de Paul;40170;SAINT-JULIEN-EN-BORN;https://lateouleyre.jimdo.com/;-;150;-;30;-;-;non
23/09/2021;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING LE MOULIN;Quartier le Moulin;26340;PRADELLE;https://www.relaislemoulin.com/;-;60;-;15;-;-;non
20/10/2025;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE CAMPING LES RIVES DU LAC;La ferme de Rieumontagné;81320;NAGES;www.lesrivesdulac.com;-;60;-;10;-;-;non
08/09/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DE FRANC;226 chemin de Franc;40660;MOLIETS-ET-MAA;https://www.gites-de-france-landes.com/Aire-naturelle-Moliets-et-maa-Aire-Naturelle-De-Franc-Adour-Landes-Oceanes-40G40800.html;-;100;-;30;-;-;non
02/10/2023;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DOMAINE DE CALABEL;Lieu dit Haouré;32320;POUYLEBON;https://www.domainedecalabel.com/;-;80;-;20;-;-;non
26/04/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE DU FORT SAMSON;25 rue du Fort Samson;14450;GRANDCAMP-MAISY;https://campingdufortsamson.com/;-;100;-;29;-;-;non
12/07/2024;CAMPING;Aire naturelle;-;-;AIRE NATURELLE FERME DE LA BORDE;La Borde;12390;BOURNAZEL;https://www.fermelaborde12.fr/;-;60;-;20;-;-;non
13/04/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE KERALUIC;Lieu-dit Keraluic;29120;PLOMEUR;https://keraluic.fr/bienvenue;-;100;-;15;-;-;non
03/09/2021;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LA BERGE OMBRAGÉE;Lieu-dit Valeyran Brivezac;19120;BEAULIEU-SUR-DORDOGNE;https://berge-ombragee.com/fr/;-;25;-;25;-;-;non
26/04/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LAFARGUE DUPORT;1674 chemin de Mayotte;40600;BISCARROSSE;http://aire-naturelle-lafargue.fr/;-;60;-;17;-;-;non
30/07/2021;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LE CASROUGE;77 route de Saint-Malo de La Lande;50230;AGON-COUTAINVILLE;https://www.camping-casrouge.fr/;-;70;-;15;-;-;non
26/10/2021;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LE CLOS VERT;Village de l'Église;50190;SAINT-MARTIN-D'AUBIGNY;https://www.france-voyage.com/campings/camping-saint-martin-d-aubigny-36012.htm;-;9;-;9;-;-;non
11/10/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LE MAS DE ROME;Lieu-dit Le Mas De Rome;30630;GOURDARGUES;-;-;150;-;25;-;-;non
16/06/2022;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LE TOY;1284 route des Carroués;40990;HERM;http://www.camping-du-toy.com/fr/;-;120;-;30;-;-;non
03/09/2021;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LE VALEYRAN;Lieu-dit Valeyran Brivezac;19120;BEAULIEU-SUR-DORDOGNE;https://berge-ombragee.com/fr/;-;25;-;20;-;-;non
25/10/2023;CAMPING;Aire naturelle;-;-;AIRE NATURELLE LES CERISIERS;987 route de Pelussin;42520;MACLAS;www.camping-maclas.fr;-;75;-;25;-;-;non
16/11/2023;HÔTEL DE TOURISME;2 étoiles;-;-;AIX HÔTEL;115 rue charles duchesne;13290;AIX-EN-PROVENCE;http://www.aixhotel.fr/;-;94;37;-;-;-;non
27/05/2024;HÔTEL DE TOURISME;3 étoiles;-;-;AKENA HÔTEL;6-8 rue du puits de la ville;79180;CHAURAY;https://www.hotels-akena.com/hotel/hotel-akena-chauray-niort;-;89;63;-;-;-;non
24/10/2022;HÔTEL DE TOURISME;2 étoiles;-;-;ALB'HÔTEL;369 Route des Asnières;74540;ALBY-SUR-CHÉRAN;https://www.albhotel.fr/;-;92;38;-;-;-;non
29/04/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ALBA OPÉRA HÔTEL;34 ter rue de la Tour d'Auvergne;75009;PARIS;https://www.albaoperahotel.com/;-;47;24;-;-;-;non
21/09/2023;HÔTEL DE TOURISME;4 étoiles;-;-;ALBERTE HÔTEL;66 avenue Bosquet;75007;PARIS 7E ARRONDISSEMENT;www.albertehotel.com;-;46;23;-;-;-;non
07/03/2023;HÔTEL DE TOURISME;4 étoiles;-;-;ALBERT’S HÔTEL PARIS;22 rue du Grand Prieuré;75011;PARIS;http://www.angelyhotelparis.com;-;44;22;-;-;-;non
12/03/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ALEX HOTEL;13-15 Place des Marseillaises;13001;MARSEILLE;https://www.hotelalex.fr/;-;77;33;-;-;-;non
04/01/2023;HÔTEL DE TOURISME;5 étoiles;-;-;ALEXANDRA PALACE;Lieu-dit Petit-Chêne;79310;MAZIÈRES-EN-GÂTINE;https://www.hotelalexandrapalace.com;-;39;17;-;-;-;non
21/03/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ALEZAN HÔTEL;2 allée Antoine Osete;31000;TOULOUSE;https://www.alezan-toulouse.com/;-;180;64;-;-;-;non
26/06/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ALFRED HOTELS 06.05 MONACO;16 Avenue d'alsace;06240;BEAUSOLEIL;http://www.forumhotel.net;-;81;39;-;-;-;non
22/11/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ALFRED HOTELS 21.04 BEAUNE;45 rue du Faubourg Madeleine;21200;BEAUNE;http://www.hotelpaix.com;-;110;41;-;-;-;non
14/10/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ALFRED HOTELS 60.01 COMPIÈGNE;33 COURS GUYNEMER;60200;COMPIÈGNE;https://alfredhotels.com/fr/compiegne;-;113;56;-;-;-;non
10/12/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ALFRED HOTELS 64.02 BIARRITZ PORT VIEUX;10 rue du Port Vieux;64200;BIARRITZ;https://alfredhotels.com/fr/biarritz-port-vieux;-;42;21;-;-;-;non
09/10/2023;HÔTEL DE TOURISME;3 étoiles;-;-;ALFRED HOTELS 64.03 BIARRITZ LES HALLES;18 rue Gambetta;64200;BIARRITZ;hotel-anjou-biarritz.com;-;79;35;-;-;-;non
24/03/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ALIVE HÔTEL DE QUÉBEC;18-24 rue de Québec;76000;ROUEN;https://www.hotel-rouen.com;-;60;25;-;-;-;non
09/05/2023;RÉSIDENCE DE TOURISME;3 étoiles;-;-;ALL SUITES APPART HÔTEL NOISY-LE-GRAND;3 Boulervard du Mont d'Est;93160;NOISY-LE-GRAND;https://www.allsuites-apparthotel.com/residences-hotelieres/all-suites-appart-hotel-noisy-le-grand;-;320;-;-;174;-;non
28/10/2024;RÉSIDENCE DE TOURISME;3 étoiles;-;-;ALL SUITES APPART HÔTEL PARIS 13;17-25 Rue Guerda Taro;75013;PARIS 13E ARRONDISSEMENT;https://www.allsuites-apparthotel.com/residences-hotelieres/paris-13;-;304;-;-;138;-;non
21/10/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ALL SUITES HOSTEL BASSIN D’ARCACHON – LA TESTE-DE-BUCH;280 rue Eugène Chevreul;33260;LA TESTE-DE-BUCH;https://www.allsuites.com/hotel/all-suites-hostel-bassin-arcachon-la-teste-de-buch;-;236;78;-;-;-;non
24/10/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ALL SUITES HOTEL PARIS 13 PORTE D'ITALIE;17 Rue Gerda Taro;75013;PARIS 13E ARRONDISSEMENT;https://www.allsuites-apparthotel.com/residences-hotelieres/paris-13;-;20;11;-;-;-;non
27/08/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ALL SUITES HÔTEL PARIS PLEYEL L’ÎLE-SAINT-DENIS;1 place de la Batellerie;93450;L'ÎLE-SAINT-DENIS;https://www.allsuites.com/hotel/hotel-paris-pleyel;-;280;140;-;-;-;non
24/09/2024;HÔTEL DE TOURISME;4 étoiles;-;-;ALLIANCE PORNIC HÔTEL THALASSO & SPA;Plage de la Source;44210;PORNIC;https://www.thalassopornic.com/;-;240;120;-;-;-;non
16/05/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ALLOBROGES PARK HÔTEL;11 rue Sommeiller;74000;ANNECY;https://www.allobroges.com/;-;95;49;-;-;-;non
11/08/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ALS HÔTEL;Carrefour de la Vierge;68490;OTTMARSHEIM;https://alshotel.com/fr/;-;88;40;-;-;-;non
12/10/2023;CAMPING;3 étoiles;LOISIRS;-;ALSACE CAMPING;14 rue Heiligenberg Gare;67190;GRESSWILLER;http://www.alsacecamping.net/;-;210;-;70;-;-;non
11/03/2024;HÔTEL DE TOURISME;2 étoiles;-;-;ALT HOTEL;ZAE Desmariniere;97320;SAINT LAURENT DU MARONI;https://althotelslm.fr/;-;61;26;-;-;-;non
01/02/2022;HÔTEL DE TOURISME;3 étoiles;-;-;ALTI HÔTEL;19 allée d'Étigny;31110;BAGNÈRES-DE-LUCHON;https://www.alti-hotel.com/;-;106;47;-;-;-;non
27/06/2022;HÔTEL DE TOURISME;2 étoiles;-;-;ALTI'PIC HÔTEL;30 avenue Georges Clémenceau;63240;MONT-DORE;https://www.altipic-hotel-sancy.com/fr/index-fr.php;-;39;19;-;-;-;non
16/05/2025;HÔTEL DE TOURISME;3 étoiles;-;-;ALTOS HÔTEL & SPA;37 Boulevard du Luxembourg;50300;AVRANCHES;https://www.hotel-mont-saint-michel.com/;-;69;29;-;-;-;non
29/11/2022;HÔTEL DE TOURISME;4 étoiles;-;-;ALYSSON HÔTEL;24 boulevard des pyrénées;64400;OLORON-SAINTE-MARIE;http://www.alysson-hotel.fr/;-;104;49;-;-;-;non
16/12/2024;HÔTEL DE TOURISME;3 étoiles;-;-;AMA HÔTEL;8 Rue de la Maison Suisse;64200;BIARRITZ;http://www.amahotel.fr;-;30;15;-;-;-;non
22/07/2022;HÔTEL DE TOURISME;2 étoiles;-;-;AMADOUR HÔTEL;L'HOSPITALET;46500;ROCAMADOUR;http://www.amadour-hotel.com;-;39;15;-;-;-;non
29/06/2022;HÔTEL DE TOURISME;4 étoiles;-;-;AMIRAL HÔTEL;98 avenue d'Italie;75013;PARIS 13E ARRONDISSEMENT;https://www.amiralhotel.com/;-;91;49;-;-;-;non
24/03/2022;HÔTEL DE TOURISME;3 étoiles;-;-;AMIRAUTÉ HÔTEL;Route de Paris;14800;TOUQUES;https://www.amiraute.com/;-;653;210;-;-;-;non
02/04/2024;HÔTEL DE TOURISME;3 étoiles;-;-;ANAIS HOTEL;60 rue de malitorne;18230;SAINT-DOULCHARD;www.anais-hotel.com;-;65;30;-;-;-;non
04/05/2022;RÉSIDENCE DE TOURISME;3 étoiles;-;-;APART'É RÉSIDENCE LES COTTAGES DU LAC;190 chemin des Cottages;40160;PARENTIS-EN-BORN;http://www.lescottagesdulac.fr/fr/;-;616;-;-;148;-;non
29/09/2025;RÉSIDENCE DE TOURISME;4 étoiles;-;-;APARTHOTEL ADAGIO BÂLE MULHOUSE AÉROPORT;3 rue de l'industrie;68730;BLOTZHEIM;https://www.adagio-city.com/fr/hotel-b7m5-aparthotel-adagio-bale-mulhouse-aeroport.shtml?%3F=&dateIn=2025-10-08&nbNight=1&apartment%5B%5D=2%2C0%3A0%2C%2Ci1t3YpCX-5;-;400;-;-;97;-;non
21/10/2024;RÉSIDENCE DE TOURISME;4 étoiles;-;-;APARTHOTEL ADAGIO CENTRE COMEDIE;6 Rue Baudin;34000;MONTPELLIER;https://all.accor.com/hotel/C0S9/index.fr.shtml?msockid=0f894bd9833b67c90f4c5f3882216649;-;87;-;-;26;-;non
